text,x,y
"Our #webinar will be live in just 10 min! NetElixirs Founder and CEO will discuss any shifts in consumer online shopping and searching behavior and any changes we have seen in ecommerce sales during the #CoronavirusOutbreak. Follow along for updates.
#NetElixir #coronavirus",13.833851,3.6724095
"The key metrics we considered for online shopping behavior were latency in number of days between first website landing and first purchase and number of website landings prior to first purchase.
#NetElixir #coronavirus #covid19 #webinar #onlineshopping",13.819906,3.7139904
Im gonna apologize to my bank now for all the online shopping Ill be doing once im quarantined ??? #sorrynotsorry #Corona #coronavirus #COVID19 https://t.co/UM0UPy0C7J,13.149931,3.1353493
Coronavirus is hurting store traffic and e-commerce won't help much #Retail #coronavirus  https://t.co/ad2ZaodeVo,13.982231,3.2038867
"How Retailers can handle difficult trading due to Coronavirus. Conversion will probably be the biggest challenge in store for Retailers.
https://t.co/No5Oq1ei2g

#coronavirus #retailers #retail #conversionrate",14.070872,3.0911245
AT TARGET &amp; WALMART IT'S CLEAN AND REPEAT Target has begun cleaning and sanitizing checkout lanes and touchscreens at least every 30 minutes. https://t.co/pbKYZYjk7q #retailtrends #retail #touchscreens #clean #sanitizing #coronavirus #viruscontainment,13.914979,2.3210254
"Target begins rationing items that are flying off the shelves during the coronavirus outbreak; institutes new store cleaning policies:

https://t.co/ida2iWD9sZ

#Rockville #Rkv #MoCo #DC #coronavirus #COVID2019 #COVID19 #retail #Maryland #MontgomeryCounty https://t.co/N5ISPOIHeF",13.973308,2.330974
The continuing outbreak of #coronavirus (COVID-19) is affecting two key U.S. e-commerce metrics. Read more: https://t.co/C1G69ZSQ04 #COVID19 #ecommerce #onlineshopping #shoppers #consumers #retail https://t.co/sYjJEgXOmr,13.874993,3.6421494
"Local authorities are being encouraged to relax planning restrictions around delivery times and store opening hours to ensure supermarkets and other retailers are able to maintain stock levels during the #coronavirus outbreak.??

https://t.co/QKDSZygO52

#COVID?19 https://t.co/XZfNZ9vesA",13.927295,1.9282525
"As an optimist I look at the bright side of the #coronavirus

My wife no longer wants to take expensive trip to Asia

She no longer buys anything online because everything is made overseas

She no longer goes shopping because of panicked toilet paper mobs

Blessings in disguise? https://t.co/9oTdiv4Agc",13.439655,2.8811793
"Help keep the elderly isolated! mortality rate is extremely high in the elderly. They need to stock medicine and food and stay away from people now!
#coronavirus

https://t.co/UJImSF7JD4",12.381178,1.8306193
"A new wave of retail coronavirus reaction: virtual meetups, empty shelves, list of canceled trade events. #coronavirus #CoronaVirusUpdate #storebrands #privatelabel #tradeshow 
https://t.co/hsAfocBG6g https://t.co/0T2DPvxBHv",14.154985,2.6281693
@retailgeek Howdy. I am back in the business of retail trend data! Lates on the impact of the #COVID19 shopping surge with shopping session data. https://t.co/bZgqn5X2UR,13.751444,3.695174
"#COVID19 Online Shopping Impact Data. #retail, #GoDigital https://t.co/bZgqn5X2UR",13.729375,3.7171912
"Im not discounting the danger for some while attending a sporting event, but tell me why its ok for me to continue going to work at a grocery store where thousands of customers come and go on a daily basis carrying an unknown amount of sicknesses or the #coronavirus https://t.co/zNhWEM7K6p",12.735956,0.9691148
"COVID-19 will accelerate the move to remote work, remote shopping, online interaction and the ongoing change in how we socialize, worship and communicate. This is not just an event - this will permanently shift how we leverage technology to do these things.  #disruption #tech https://t.co/KU9FSpzz9Q",13.165747,3.96739
online shopping is more sterile and safe? Think about the delivery vans and the staff #coronavirus #cornoravirusuk,13.627944,3.1785662
covid-19 rly about to hit my bank acct with all these groceries and online shopping imma be totally unable to avoid,13.122187,3.314916
@ElieTahari #samplesale is #postponed - expect other #sales to go #online or skip a #season as #coronavirus #pandemic grows #shopping #nyc https://t.co/bXxD4n8oI8,14.030948,2.6541514
"Now would be a good time for people to teach older family members and neighbours how to order their supermarket shopping online.

So many people have never done it, I havent. 

#Coronavirus #Corona #CoronvirusUK",13.101777,1.794948
"****IMPORTANT MESSAGE FOR YOU ALL RE: COVID-19 CORONAVIRUS. PLEASE READ****

?? I have seen a few posts online lately saying that people are slowing down their internet shopping because they may be worried about https://t.co/eEnsmMV3vE",13.280898,3.3533986
"It is not clear when Coupang early morning grocery shopping service started again, but it seems that it was possible to order again since a few days ago. Maybe now people are buying groceries offline more than online. #Daegu #SouthKorea #coronavirus",13.491814,1.5313492
"@Bryan700 @OfficerBandit @RavagerMog Imagine your life if the supply chain from manufacturer??warehouse??retail store is disrupted because of lockdowns in cities, counties, states, or nations because of #Covid_19 Especially is your stock of food includes ",14.099532,1.9593576
"The fact that I probably will not have my work close or cancel over COVID-19 is kinda stupid.. I swear to god if I get this CUZ OF WORK, I am fucking suing.",12.732975,2.4886763
Best part about working in a restaurant right now is having access to literally cases of TP and sanitizers. Fuck all that grocery store hoarding shit. #ThursdayMotivation #Covid_19,13.33578,0.6684842
"Services that will be in on high-demand in this COVID-19 season;
- Netflix and/or other on-demand video streaming ser
- High usage of internet/mobile data. 
- Food delivery service/online shopping
- Online training courses
- Online video streaming and games 

#StaySafePH",13.210361,4.1622515
"Hopefully with this #Coronavirus outbreak, it'll push businesses to offer online shopping *cough* car dealerships and small restaurants *cough*",13.556352,3.675432
Egyptian retailers now touting online shopping ? in response to #Coronavirus https://t.co/P3ZfjJJyIL,14.007625,3.416716
Consumers in the U.S. have been slow to embrace online grocery shopping until now. But that mentality is starting to change in the era of #coronavirus. @SPGMarketIntel's @KatieArcieri reports: https://t.co/bWSBXnRqFc https://t.co/ucV82rKRbt,13.986192,3.2484856
"CDC urges elderly to stock up on food, stay home amid #coronavirus fears  https://t.co/yi0YqCABQP",12.366793,1.7356361
"Smartphones are the main devices for online shopping during peaks - seen at @DigitalCityFest today. Thanks @markbodoano!?? 

I reckon #retailers with mobile-responsive websites are likely to benefit the most from this #coronavirus #lockdown

Thoughts??

#unifiedcommerce #DCF2020 https://t.co/1VnwBtvUQE",13.882164,3.6066198
Please check in on any elderly neighbours (preferably by phone). They will most probably have seen or heard the news about #coronavirus &amp; may be too scared to go out &amp; not have access to online shopping. Make sure they have supplies. #BeKind,12.570757,1.8756609
"Government advice - no indoor gatherings more than 100.
Every supermarket right now... #Covid_19 #COVID2019IRELAND https://t.co/ppTWkZQ3L8",12.459269,0.83299965
"2/3 There is no doubt that consumer behavior is different right now with heavy impacts on industries such as events, travel and hospitality. However, online touchpoints for giants like Amazon are already seeing a spike in reach alongside brands like @Clorox or @Netflix. #Covid_19",13.964135,3.8754258
"I think online shopping has a great future

Fuck you #Covid_19",13.377278,3.5399146
Bet all the elderly people who are maybe already struggling to get shopping as it is with all the panic buying just love when a random stranger stops to take a pic of them to post online for likes and shares. Imagine that was your Gran?????????? #thinkaboutit #coronavirus,12.965616,1.6963283
"This #CoronavirusPandemic is having a drastic effect on the sick and elderly. No-one wants to visit them. The isolated, lonely &amp; vulnerable are becoming even more so, &amp; they are mostly excluded from online shopping, advice, support and information.
#ageuk #loneliness #CoronaVirus https://t.co/8JPtgt3FcM",12.658424,1.799114
Theres def gatherings of more than 100 people in every supermarket in the country rn?? close all schools and colleges but lets all go shop at the same time and stand right beside each other in queues ????? #Covid_19,12.591671,0.7328975
"Now is the time for @netflix @PrimeVideo and others to lower their prices and get some new people in. Be forthcoming in this time of recommended social distancing. It will be a smart ""investment"" in the long run.
#COVID19 #CoronavirusPandemic #Covid_19 #Netflix #PrimeVideo",13.318723,4.249123
"Are you interested?
Get a $500 Supermarket Gift Card for @australian
Click here: https://t.co/nnJKj1ES79

#gift #GiftCard #Supermarkets #Covid_19 #HeartbreakWeatherWatch https://t.co/uoHvCepkIO",12.769836,3.6708627
@Tesco @Ocado @sainsburys - how can housebound people who rely on online shopping and r struggling to get slots now get given priority? #coronavirus,13.522432,2.3699512
"@jamusgit Your rizq will reach you, no matter what.

As a practice make dua that it comes to you without you having to run around for it. And when it reaches you that way, ensure you say Alhamdulillah.

Its a simple, peaceful, and amazing cycl",12.728919,0.74968624
"Major online initiatives of China's selected department stores and shopping malls during the COVID-19 outbreak (as of 28 February 2020).  https://t.co/suMv8Krfgg

#ecommerce #O2O #retail #china https://t.co/tCFSgQrww8",13.70474,3.6734104
@Jam883 you guys should know that your DJs should not disseminate unverified news about COVID-19. One of your DJs told us to stock up on food &amp; necessities because there was going to be a local lock down at 5pm. There's no such news. Let us not spread,12.597811,2.6677167
@AmberScholl Your online shopping is gonna be working overtime if they make us all self-quarantine due to #coronavirus ?,13.2424135,2.980582
"Im more worried how Ill cope not being able to get online shopping delivered if we go into lockdown ...

#CoronaVirusUpdate #CoronaOutbreak #Covid_19 #coronavirus",13.474536,2.8254566
me adding items on my online shopping cart cause prices are low due to covid-19 outbreak with a bank balance of $1.89 https://t.co/0d8R1MCotX,13.009625,3.6989794
"This #coronavirus is demonstrating the inequity of learning technologies. Everybody seems to think that every child has a school computer and broadband access for learning, telemedicine, online shopping. Even just outside NYC https://t.co/PXv49qVi8x (3/3)",13.181997,3.9513454
"Museums, cinemas, theatres are close.
Restaurants and bars are open with limited time 09.00 -18.00. 1 meter distance.
No weddings nor funerals allowed.
2 meters distance in line at the supermarket.

#coranavirusitalia #CODVID19 #Covid_19",12.523237,1.1815765
Working at a retail store with all this #coronavirus hitting in my county really makes me wonder..,13.175791,0.7457382
"I chatted w/ my mom this morning and am relieved to know shes going to try online shopping for groceries, etc. and Clorox wipe everything. Seems like a good idea for someone in their 70s with an underlying health condition????? #coronavirus #CoronavirusUSA",12.390529,1.4252056
"Due to the #coronavirus...
- All paid and in-store services at @Sephora are suspended. 
- Retail workers are encouraging customers to not try on Apple Watches and AirPods 
- @Starbucks is modifying its store features including limited seating
https://t.co/BVLUxb4Euj",14.25882,2.2871566
"With this COVID-19 of staying home, predictions: 1- in 9 months another baby boom 2- Netflix will love it 3- Online shopping booming ???",13.3694315,4.1064115
"@nolansclontarf Will you provide a grocery delivery service to elderly people who cannot travel to your store for their shopping? #Covid_19
#CoronavirusPandemic",12.8937435,1.8671212
Online shopping getting new records? #coronavirus,13.655558,3.36636
"Ordering pizza and compulsive online shopping is my new recipe to deal the anxiety of thinking constantly to my dear ones facing a pandemic crisis while I'm stuck in a country miles away from them.
The anguish is real.
#coronavirus
#Covid_19 #lockdown #COVD19 #fuorisede",13.675619,2.928328
Dear Everyone: go buy some of Neils awesome images. He had a bunch of jobs cancel on him because of the covid-19 apocalypse but we can support him with online shopping! ? https://t.co/fomr0dbGAv,13.326329,3.140538
Genuinely concerned about fellow retail workers and myself. Has ANYONE heard about mall/plaza/store closings? The amount of ppl and money I come in contact with every single day is gross. Go buy your shoes online. My health isnt worth your retail therapy #coronavirus,14.15885,1.823936
"Hygiene tip: if you need to go to the supermarket, instead of paying with a card and signing with the pen that everyone else in the market has touched, use @Apple Pay. I'm using it exclusively in an abundance of caution.

#Covid_19 #coronavirus #imbecomingagermophobe",13.700812,2.6885407
"#Coronavirus has #Boomers stocking their Doomsday bunker while #Millenials are online shopping for bathing suits for their 5 island trip they just booked on Spirit for $120.
#CoronaVirusUpdate
#CoronavirusPandemic",12.634725,3.6412084
"One of our elderly non Muslim neighbours is disabled and is unable to get out.

My family ordered their shopping online.

The Quran takes it as axiomatic that a society is judged by the way it treats the most vulnerable: the very young and the very old.

#coronavirus #COVID19.",12.706148,1.7348437
How is #Covid_19 #coronavirus impacting your online shopping habits?,13.478707,3.6539812
@swissepi @FLAHAULT @StephaneCullati People arent getting the social distancing very well. Ready to start elbowing peeps at grocery store today even with no sneezing or coughing involved #coronavirus #CoronaOutbreak,12.80735,0.9468713
"This is sad but uplifting. But oh so sad. How many older people and other people at high risk (rightly) fear that going to the grocery store or pharmacy could endanger their lives? If you can help someone else, please do. #coronavirus https://t.co/LBtLhJh99o",12.454274,1.308647
These sneaker prices still havent dropped #Covid_19 #COVID19 #coronavirus #corona #stockx #nike,14.27019,2.6448889
Doing online food shopping is just as stressful as going to the shop ????? #CoronaVirus just want to be able to buy my essentials,13.736655,3.2446077
"Please also be nice to retail staff!!!

They're under incredible pressure trying to keep up with demand while providing polite customer service!

They don't set prices - they can't get stock as quick as they're going out the door while people are panic buying!
#BeKind #Covid_19 https://t.co/WQRuoXVkde",13.694575,1.7507308
Just did online shopping and first available slot was Sunday at 11pm-12am. Loo roll and baked beans sold out. #coronavirus,13.340123,0.8509553
"Apple Store locations have received new directives to help curb the spread of CoronaVirus

https://t.co/46tCcgwOug

#Apple #AppleStore #retail #health #directives #infection #CoronaVirus #pandemic",14.38351,2.4609177
"US trucking has yet to face any major restrictions on travel, and unexpectedly getting better rates. With the spread of the virus becoming more worrisome, consumer hoarding is increasing demand for dry van equipment. 
#Covid_19 #trucking #demand
https://t.co/DtySZQ7pZI",12.595824,0.86110693
"Anyone actually given a thought to people who work in food retail during this #Covid_19 #CoronavirusPandemic ? Whilst schools and events are being closed, people still have to shop, colleagues still have to work to provide stock for customers. Supermarkets wont close though.....",13.828439,1.2963165
Just want to say that now would be a great opportunity to get to know any of your elderly neighbors and check in on them and see if they need anything from the grocery store or pharmacy. Promote care not fear. ?? #Covid_19 #COVID19,12.424561,1.8732098
"#Coronavirus has affected online shopping, travel, event cancellations, and it's now impacting #digitalmarketing. 
?
Online marketers: it's time to deliver factual information, prioritise relevant content &amp; reach target audiences  wherever they may be.

#COVID19UK #SARSCoV2 https://t.co/yGNOuodTnT",13.607005,3.8659549
"In the midst of the panic shopping about to happen; if youre doing your grocery shopping online and getting it delivered, be patient and nice with your delivery driver. Tip them. Be sound. This weekend is going to be busier than Christmas for them. #Covid_19",12.890603,0.83585644
We are temporarily suspending all Howler and Growler fills to minimize the opportunity for the spread of the COVID-19. We will continue to fill Howlers and Growlers that are purchased from our in-house retail store.,13.9799185,2.0933495
How is #Coronavirus impacting online shopping? Our upcoming market research provides insights into consumers' online buying behavior and how it will affect brands. #Covid_19 #IP #BrandProtection https://t.co/0GAzXNJRee,13.784394,3.7503057
@Disney What would it take for my family to pay movie ticket prices and watch this at home to avoid the #Covid_19 ? Happy to pay the $$$s.,13.235076,4.3083153
The USDA has a pilot program in 5 states for food stamp recipients to use online grocery shopping &amp; delivery. Vulnerable elderly &amp; handicapped people wouldnt have to risk Covid 19 exposure if this was implemented nationwide NOW!,12.426372,1.8906215
"#Coronavirus has to stuck inside the house (online shopping)? If you're looking at #Rothys, the most comfortable shoes ever, use my Discount code to get $20 off your first pair! https://t.co/rkBhVi4tLu #Rothysdiscount #rothyscode #rothyscoupon #Rothy #rothycode #onlineshopping",13.393192,3.4210503
"Avoid gatherings of more than 500 people...so i shouldnt go to the grocery store ????

#CoronavirusPandemic #Covid_19 #nyc #comedy #LNSM @NYCMayor @NYGovCuomo #comedycell #tamronhallshow @tamronhall @TamronHallShow #warmupcomedian",12.693345,0.84691155
@kroger @Walmart do you happen to have any step-by-step instructions for creating a web account and ordering groceries online? I live in a community of older folks and I think online shopping would be immensely helpful but a lot of them have never done th,13.024037,1.9790015
Im not actually that worried about COVID-19...Other note. Huge shout-out to all my fellow retail employees who dont have the option to work from home and have to clean up the store AFTER all the guests have touched everything in their panic to stock up,12.888603,2.4174156
"Hey, bee smart! Avoid the corona virus by shopping online ... Buy some socks! https://t.co/UAgPoGJbQL

#sockfetish #sockfetishsocks #socks #coronavirus #beesafe #shoplocal #supportsmallbusiness #buylocalboise https://t.co/huBK37KoMa",13.108781,2.3459766
"Shopping for groceries, playing a Nintendo Wii, taking online courses???

A 23-year-old part-time vlogger/full-time student from Norway, who attends @PKU1898, is recording his daily life amid the novel #coronavirus epidemic.? [Photo/Xinhua] #SpotlightBeijing https://t.co/tEUgjLti05",13.177055,3.8300571
"Are we still allowed to refer to successfully spreading digital consumer products as ""viral"" or will we have to find a new word? Asking for a friend... #coronavirus",13.73284,3.7579398
@Tesco Is it time to temporarily reintroduce bags for home delivery? It would help minimise contact between driver and customer.  Especially as many vulnerable people will be doing all their shopping online. #onlineshopping #coronavirus,13.403707,2.2223961
"POINT OF SALE Software meets unique needs of small and medium enterprises

We sell hardwares at affordable prices 

TOUCH SCREEN MONITOR 25,000

COMPLETE DESKTOP KSH 12,000

THERMAL PRINTER KSH 13,000

CASH DRAWER KSH 8,000

CONTACT: 0722 904 209/0724 493 745

#Covid_19 https://t.co/8YePBAcG5i",13.609677,3.3288362
"Online gaming, internet shopping and book sales are booming. If you too are self-imposing isolation @guardian has published #Coronavirus reading list: joyful books for dark, lonely times https://t.co/Od7hRxKriH",13.507402,3.7891426
The corner shop couple delivering 'coronavirus kits' to those in need https://t.co/gCbsW1pr4E,13.335869,0.78304523
"The saddest thing- As attendees and vendors, if ever we needed hugs its now... and we cant even do that ?
#WonderCon
#SDCC https://t.co/Crnjqw2IqR",13.212687,0.6916443
"It'll be interesting to see how retail stores react to covid-19. Do they take a short term profit loss by closing, or do they risk a PR nightmare and long term profit and consumer trust loss by potentially having an outbreak start in their store?",13.946462,2.4204147
Since corona virus Ive started online clothing shopping this is my new outfit. #shopping #oodt #fashionista #coronavirus #covid19Canada https://t.co/7a0fT0YgFA,13.396156,3.2892747
"Video conferencing, online shopping, remote work, crypto, e-wallets, VR, ebooks, e-classroom, digital assistants, assets tokenization, STO. It's their time 2 shine. Organizations that dont offer these options will have to rethink.  Face2face is so covid-19! #xtz #COVID19",13.301451,4.01358
"It seems that #coronavirus spread has given several companies a nightmare owing to their dropping sales. @Apple on these grounds has decided to temporarily close all its #retail stores  in #italy till further notice. Will this 'horror' flick ever end? 
https://t.co/Yv1Es6wLJX",14.518803,2.4497678
"While you may be based at home, just remember to do your online shopping with Amazon Smile. Relieve your boredom and support WIZO at the same time #coronavirus #charity #covd19 https://t.co/oaKa4KfDAk",13.087873,3.1089642
"Dont go to school, dont go to sporting events, dont go where theres crowds or youll get the #coronavirus. But theres 800 people at every grocery store. How are we going to avoid that?",12.417981,0.80133283
I think it's safe to say that the current situation society is facing is going to have a profound impact on people's move towards shopping and searching online for businesses. It's time to get your business online. #coronavirus,13.630187,3.86085
"alright #coronavirus you can fuq with my commute, fuq with mandatory wfh + even fuq with my online shopping addiction to china but you cannot FUQ WITH @tomhanks",13.181703,2.9370813
"Coronavirus got Boomers stocking their doomsday bunkers... meanwhile millennials are online shopping for bathing suits for the five island trip they just booked on Spirit for $130. @KHJ_Esq
 And iGens are hoping schools extend spring break  #youthministry #coronavirus https://t.co/9KgBpW6PnO",12.63034,3.6631613
waiting for the retail store e-mails to start rolling in with the Use Promo Code COVID-19 for 19% discount,12.972417,3.4705842
"Every store upon hearing all #dearcorporate travel has been suspended due to #coronavirus for the next two weeks.
#partytime #Retail #retaillife https://t.co/g8hmg9JUPv",14.4427185,2.4565532
Sephora has free shipping online now until the end of March bc ppl are probably more comfortable shopping online instead of in stores due to COVID-19,13.892204,3.012824
So I reached out on my local Facebook group to try and help pop to the shops etc for people who are elderly or self isolating from #Coronavirus - many wont be online AND I would not make things worse by taking people contaminated shopping ? Anyone have any tips or guidance?,12.819859,1.972986
Yet we supermarket employees still have to go to work. Helloooo....?? What about US? #Covid_19,13.557203,1.0101302
Catch me online shopping during this Covid-19 season,13.242864,3.5230925
"I hope your grannys nurse doesnt end up at the grocery store behind the 25 year olds saying coronavirus cant get me, so im still traveling everywhere. #CancelEverything #CoronaOutbreak #Covid_19",12.36427,1.4660988
#CoronavirusPandemic  will help online grocery shopping break through in germany - no free delivery slots in the next two weeks in my area @REWE_Supermarkt  #disruption #ecommerce #delivery #Covid_19 https://t.co/SVaxCWymys,13.744726,2.9115906
The economic social amp emotional impact of 19uk on the UK can be disastrous especially for small independent micro business owners If you re out shopping eating drinking please choose indie over chains amp if you re at home please order from them online  ,14.34018,3.0458379
"so I work in retail [at a book+gift store] and im really hoping our sales are down. I'm hoping people aren't pretending covid-19 isnt a thing, that it isnt important. i think me having to go to work is unnecessary and even if i ended up sick i couldn't stay home [1/4]",13.381961,1.5189629
mixed Advice Stock up on food amp essentials for 3mths Take cash out of banks banks will soon shutdown Have alternative currency ei Bitcoin XRP or physical gold silver Follow high amp on Twitter n Youtube for latest news Get Vitamin C amp Chaga,14.82394,3.245376
"Please leave this poor retail worker alone ?
I wish we could put up a list of the items that are out of stock on the front doors
And people give me looks when I tell them we get truck only once a week. Stop that. We are just a low-volume office supply store! #covid_19",13.780267,0.82612455
"News: avoid crowded areas
Society: 100 people jam packed in one grocery store

How is this helping the problem???  #Covid_19 #CoronaOutbreak",12.477772,0.71973693
I ve never seen it so crowded It was crazy in there  Shopper at Stop amp Shop As more and more people prepare to stay home to slow the spread of stores amp online shopping services have been much busier than usual,14.8027725,3.2704532
While others are able to work from home retail workers are the last ones standing during this pandemic Do you know if your store is taking the necessary measures to protect you and your community,13.9315405,1.576756
Shopping online because of #Covid_19 #CoronaVirus If you shop with  @boohoo remember to use TopCashback here is what you get back on online purchases sign up free https://t.co/rJjMjU43oU and you will also get a free £5 M&amp;S gift card #boohoo https://t.co/3UGPwVTllU,13.330829,3.369008
@dudleymbc @HWDudley @ATBDudley @DudleyPolice Anyone planning to look after #vulnerable #elderly during #coronavirus #COVID19 #pandemic in #UK? Some have no #broadband/ tablet/online banking/online shopping. @alexa99 to reduce loneliness wld be a good ide,12.820823,1.6001852
Tbh all Im trying to find is some Covid-19 discounts for shopping online,12.99564,3.6566753
"@quietplacemovie @ParamountPics Why not release it On Demand, streaming? People wanna see it and we'll pay to see it the comfort of our (hopefully) COVID-19 free environment. ? Heck, add a ""COVID-19 tax"" for the consession/food revenue loss.",13.290037,4.2705793
"What's happening now will definitely re-shape consumer's shopping habits, preferences and expectations in the future. Personal Safety and Hygiene may even top Sustainability or at the very least - be of equal importance. You heard it here first. #coronavirus #chaos",13.764862,3.7791605
"""While online shopping may benefit in the short term, supply chain issues and uncertain consumer demand could dampen the e-commerce outlook.""

#coronavirus #covid #ecommerce #adimo

https://t.co/JkUZgvNFBw",13.879095,3.645939
"#Coronavirus is hurting #store #foottraffic and #ecommerce won't help much, analysts say https://t.co/KDQMn8qq0C via @RetailDive #brickandmortar #retail #pandemic",13.988955,2.9194603
"#Target, #Walmart address #store #sanitization as #coronavirus concerns mount https://t.co/kyzeWkFXFJ via @RetailDive #brickandmortar #retail #employee #consumer #safety #pandemic",14.0271435,2.3524203
"Retail Store Capitalism reaping the benefits of the media's mass bombardment of #covid19 #coronavirus 

Have they colluded and splitting the profits?",13.709997,2.7961478
"Since last weeks reporting of the impact of the Covid-19 outbreak on global eCommerce activity weve uncovered shifting patterns in online shopping, putting facts behind the digital business trends everyone is talking about.

https://t.co/bZkO9cD4Gv",13.8593855,3.7617166
"Between primaries and COVID-19, I've come to the unsettling realization that I cope with stress by online shopping. How many sweaters until I feel peace?",13.289837,3.5005476
Amid panic buying by the public the government seeks to allay fears of of a  food shortage  in the country The Ministry of Food Security amp Consumer Welfare insists that it can withstand hoarding amp assures it can meet the demand during the festive season,14.869422,3.2735612
@PatBloke Yep were avoiding going out cant risk #Covid_19 but experiencing a long wait for supermarket deliveries.  I realise that this places pressure on supermarkets but  @Ocado @sainsburys @Tesco more slots or drivers if possible would be much appr,13.507981,2.3410037
